"OBJECTID_1","OBJECTID","SchoolID","County","SchoolName","Address","City","State","Zipcode","Website","SchoolType","coords.x1","coords.x2"
705,705,102369,"Mecklenburg","Learning Experience School","3937 W. Arrowood Rd.","Charlotte","NC",28273,NA,"Independent",432978.362858319,157326.113043934
706,706,59569,"Sampson","Harrells Christian Academy","P.O. Box 88","Harrells","NC",28444,"www.harrellschristianacademy.com","Independent",680913.90979142,108314.921865467
707,707,132313,"Mecklenburg","Legacy Leadership Academy","PO Box 667","Cornelius","NC",28031,NA,"Independent",438778.745855075,193760.926866405
708,708,118497,"New Hanover","Providence Preparatory Academy","2730 Northchase Pkwy. SE","Wilmington","NC",28405,"www.providencewilmington.com","Religious",713162.832877521,62002.2342506796
709,709,110341,"Rockingham","Benaja Christian Academy","600 McWalker Road","Reidsville","NC",27320,NA,"Religious",550928.313862433,278772.220489062
710,710,59262,"Rockingham","Carolina Baptist Academy","PO Box 2242","Reidsville","NC",27323,NA,"Religious",549946.539621355,288137.50910156
711,711,130395,"Mecklenburg","Lorraine Academy","3242 Ridge Rd.","Charlotte","NC",28269,NA,"Religious",449988.894010892,181251.414907619
712,712,92117,"Sampson","Mintz Christian Academy","2741 Mintz Road","Roseboro","NC",28382,"www.mcanc.com","Religious",657592.273778964,127117.264215514
713,713,108114,"Mecklenburg","Male Leadership Acad. of Charlotte","5901 Nations Ford Rd.","Charlotte","NC",28217,"www.mla-charlotte.org","Religious",437221.18926993,158901.966856213
714,714,59559,"Rockingham","Community Baptist School","509 Triangle Road","Reidsville","NC",27320,"www.communitybaptistschools.net","Religious",549100.405853356,285134.396857264
715,715,127905,"Mecklenburg","Mallard Creek Creativity Center","8765 Browne Road - Unit A","Charlotte","NC",28269,NA,"Independent",446006.732248685,180260.684768979
716,716,59666,"Mecklenburg","Manus Academy","6203 Carmel Road","Charlotte","NC",28226,"www.manusacademy.com","Independent",441570.51704254,150548.267199827
717,717,79128,"Mecklenburg","McKinney Academy","412 Armour Street","Davidson","NC",28036,"www.mckinneyacademy.com","Independent",441569.697794332,196498.179846233
718,718,59764,"Rockingham","Increase Learning Center","P.O. Box 235","Reidsville","NC",27320,NA,"Religious",549812.443368046,289266.694062319
719,719,92096,"New Hanover","St. James Day School","25 South 3rd Street","Wilmington","NC",28401,"www.stjamesp.org","Religious",706706.064776376,54352.3905443922
720,720,85595,"Sampson","New Life Christian Academy","2605 Southeast Boulevard","Clinton","NC",28328,"www.nlcanc.org","Religious",673210.289712015,135543.113021417
721,721,118197,"Mecklenburg","Mosaic School","401 E. Arrowood Road","Charlotte","NC",28217,NA,"Independent",437643.64533944,155452.583891936
722,722,59630,"Rockingham","Lighthouse Christian School","8133 NC 87","Reidsville","NC",27320,NA,"Religious",543353.985686066,292001.419881573
723,723,92088,"Mecklenburg","Mountain Island Day School","1209 Little Rock Road","Charlotte","NC",28214,"www.midschool.org","Religious",433101.050372854,169397.749452904
724,724,59793,"Rockingham","Oak Level Baptist Academy","PO Box 161","Stokesdale","NC",27357,"www.oaklevelbaptistchurch.org","Religious",525114.39541559,282532.533791095
725,725,59828,"New Hanover","St. Mark Catholic School","1013 Eastwood Road","Wilmington","NC",28403,"www.stmarkcatholicschool.org","Religious",715643.42311489,54720.7886210196
726,726,59875,"Sampson","Spirit of Life Christian Academy","180 Overland Road","Clinton","NC",28328,"www.thespiritoflifechurch.org","Religious",668636.600442764,137673.727929443
727,727,115758,"Mecklenburg","National Child Care Institute","9908 Monroe Road","Matthews","NC",28105,NA,"Independent",451334.899305153,154981.319031633
728,728,92089,"Mecklenburg","Nations Ford Christian Academy","5901 Nations Ford Road","Charlotte","NC",28217,"www.nfcckids.org","Religious",437221.18926993,158901.966856213
729,729,59707,"Rockingham","Rhema Christian Academy","6901 Highway 700","Ruffin","NC",27326,NA,"Religious",553064.107829256,304845.675281225
730,730,148211,"Mecklenburg","NDC Academy","1025 E. 36th Street","Charlotte","NC",28205,NA,"Religious",445847.335224099,167150.261083215
731,731,134775,"Sampson","The Point Christian Academy","460 Reeda Branch Road","Roseboro","NC",28382,NA,"Religious",655458.642149845,146361.321843166
732,732,59529,"New Hanover","St. Mary Catholic School","217 South Fourth Street","Wilmington","NC",28401,"www.thestmaryschool.org","Religious",706868.929135495,54033.4579123352
733,733,59822,"Mecklenburg","New Life Christian Academy","1337 Samuel Street","Charlotte","NC",28206,"www.nlcacharlotte.com","Religious",442262.002810284,168840.181163589
734,734,92115,"Rockingham","Trinity Wesleyan Christian School","186 East Aiken Road","Eden","NC",27288,NA,"Religious",543052.597509684,308106.412448863
735,735,59561,"Rockingham","Victory Baptist Academy","2073 Oregon Hill Road","Ruffin","NC",27326,NA,"Religious",552277.22571779,300025.092423528
736,736,59505,"Mecklenburg","Northside Christian Academy","333 Jeremiah Boulevard","Charlotte","NC",28262,"www.ncaknights.com","Religious",447327.931160609,171538.223823622
737,737,92118,"Scotland","Christ the Cornerstone Academy","10401 McColl Road","Laurinburg","NC",28352,"www.christthecornerstone.org","Religious",563179.174919254,108336.091500953
738,738,118336,"New Hanover","Waterview Learning Academy","5006 Randall Pkwy","Wilmington","NC",28403,NA,"Independent",712890.932308999,53974.0644300748
739,739,60287,"Mecklenburg","Oasis Performing Arts School","P.O. Box 667814","Charlotte","NC",28266,"www.oasisperformingartsschool.com","Religious",436001.918721246,166651.071307672
740,740,72646,"Scotland","Destiny Christian School","13000 Blue Woods Road","Laurinburg","NC",28352,NA,"Religious",561896.911237018,111278.513177656
741,741,59506,"Mecklenburg","Omni Montessori School","9536 Blakeney-Heath Road","Charlotte","NC",28277,"www.omni-montessori.org","Independent",444131.280022709,144369.745198531
742,742,59669,"New Hanover","Wilmington Acad. of Arts & Sci","6201 Myrtle Grove Rd","Wilmington","NC",28409,"www.wilmingtonacademy.org","Independent",712964.102996419,41572.2599737514
743,743,92090,"Mecklenburg","One7 Academy","2223 Eastway Drive","Charlotte","NC",28205,"www.one7.org","Religious",447931.99145591,165261.963863529
744,744,59570,"Scotland","Laurinburg Institute","125 McGirts Bridge Rd","Laurinburg","NC",28352,"www.laurinburginstitute.org","Independent",567979.485364756,114643.632962015
745,745,59507,"Mecklenburg","Our Lady of Assumption Cath Sch","4225 Shamrock Drive","Charlotte","NC",28215,"www.olainfo.com","Religious",450114.766593288,165594.038665889
746,746,59530,"New Hanover","Wilmington Christian Academy","1401 N. College Road","Wilmington","NC",28405,"www.wilmingtonchristian.com","Religious",713766.727283351,58178.6347862724
747,747,79129,"Mecklenburg","Palisades Episcopal School","13120 Grand Palisades Parkway","Charlotte","NC",28278,"www.pescharlotte.org","Independent",423156.427556515,148479.173255198
748,748,59268,"Scotland","Scotland Christian Academy","10300 McColl Road","Laurinburg","NC",28352,"www.scasaints.org","Religious",562555.183741536,107375.056118693
749,749,59738,"Rowan","City of Refuge Christian School","11360 Old Concord Road","Rockwell","NC",28138,NA,"Religious",470142.858302833,196598.785661472
750,750,59739,"Stanly","Carolina Christian School","P.O. Box 399","Locust","NC",28097,"www.carolinachristianschool.com","Religious",478711.229006608,168235.985743217
751,751,59700,"Mecklenburg","Paw Creek Christian Academy","5110 Tuckaseegee Road","Charlotte","NC",28208,"www.pawcreek.org","Religious",435632.362514183,167841.946656618
752,752,66159,"Mecklenburg","Philips Academy","3115 Providence Road","Charlotte","NC",28211,"www.philipsacademync.org","Independent",445223.697558374,158838.27447552
753,753,60288,"Mecklenburg","Phoenix Montessori Academy","12340 Mt. Holly-Huntersville Road","Huntersville","NC",28078,"www.phoenixmontessori.org","Independent",441198.188416086,183670.751596984
754,754,109430,"Mecklenburg","Pioneer Springs Community School","PO Box 95","Cornelius","NC",28031,NA,"Independent",438778.745855075,193760.926866405
755,755,59627,"New Hanover","Wilmington SDA School","2833 Market Street","Wilmington","NC",28403,"www.wilmingtonadventistschool.com","Religious",710057.47454667,54850.4492812529
756,756,59759,"Mecklenburg","Plaza Road Academy","6035 Hunters Crossing Lane","Charlotte","NC",28215,"www.prbccharlotte.com","Religious",451404.824653446,168565.093012271
757,757,59740,"Stanly","Christ the King Christian Academy","P.O. Box 279","New London","NC",28127,"www.ctkca.com","Religious",499461.534993444,185932.421564631
758,758,59313,"Mecklenburg","Presbyterian Academy","200 Hawthorne Lane","Charlotte","NC",28233,NA,"Independent",443418.735403232,163811.147929084
759,759,59269,"Stanly","Park Ridge Christian School","312 Park Ridge Road","Albemarle","NC",28001,"www.parkridgechristianschool.com","Religious",501413.012201886,180443.197219675
760,760,72637,"New Hanover","Yahweh Center School","P.O. Box 10399","Wilmington","NC",28404,"www.yahwehcenter.org","Independent",720839.107480318,61505.5038368814
761,761,121910,"Stanly","Premier Svcs. of Carolinas Treatment","109 Penny St.","Albemarle","NC",28001,NA,"Independent",500894.597303974,179768.376071878
762,762,59531,"Northampton","Northeast Academy","210 E. Church Street","Lasker","NC",27845,"www.northeasteaglesnc.com","Independent",761954.08568326,289747.125702668
763,763,59572,"Stanly","Straitway Baptist School","1084 Carolina Avenue","Albemarle","NC",28001,NA,"Religious",499815.609730347,179404.258664671
764,764,59874,"Rowan","Clearview Christian Academy","200 Clearview Road","Cleveland","NC",27013,"www.clearviewchristian.org","Religious",456328.015861462,220746.216773119
765,765,147769,"Mecklenburg","Prosperity Guidepost Montessori","4755 Prosperity Church Road","Charlotte","NC",28269,NA,"Independent",447607.761504856,180087.340286516
766,766,59508,"Mecklenburg","Providence Christian School","4906 Providence Road","Charlotte","NC",28226,"www.providencechristschool.org","Religious",446462.537265883,156512.252860563
767,767,59670,"Northampton","Severn Mennonite School","132 New Hope Lane","Margarettesville","NC",27853,NA,"Religious",770626.282003779,308888.167275377
768,768,140322,"Rowan","Good People Academy","120 E. Innes St.","Salisbury","NC",28144,NA,"Independent",476587.606152391,213629.496326812
769,769,146206,"Stanly","Uwharrie Academy","125 Charter Street","Albemarle","NC",28001,NA,"Religious",504814.447641554,178109.866776481
770,770,141296,"Onslow","Abundant Life Christian Academy","1518 Gumbranch Road","Jacksonville","NC",28540,NA,"Religious",753930.277828684,115842.429980511
771,771,66166,"Rowan","Grace Academy","6725 Highway 152 East","Rockwell","NC",28138,"www.graceacademyrockwell.com","Religious",478651.14533445,200271.710562164
772,772,59509,"Mecklenburg","Providence Day School","5800 Sardis Road","Charlotte","NC",28270,"www.providenceday.org","Independent",447376.790688124,158014.972126797
773,773,95808,"Mecklenburg","Queen City Preparatory Academy","3557 North Sharon Amity, Ste 200","Charlotte","NC",28205,"www.queencityprep.org","Independent",449557.531482417,163098.471508591
774,774,133002,"Mecklenburg","R. C. Smith Christian Academy","PO Box 481065","Charlotte","NC",28269,NA,"Religious",446135.807984596,177262.415110243
775,775,59563,"Rowan","North Hills Christian School","2970 W. Innes Street","Salisbury","NC",28144,"www.northhillschristian.com","Religious",475465.163244689,217585.046694959
776,776,59343,"Stokes","Calvary Christian School","748 Spainhour Road","King","NC",27021,"www.calvarychristianschool.org","Religious",489042.069035035,279890.879099742
777,777,59532,"Onslow","Born Again Christian Academy","1204 Highway 210","Sneads Ferry","NC",28460,NA,"Religious",753336.543271305,87928.3725521881
778,778,96716,"Mecklenburg","Ramah Christian Classical School","13301 Eastfield Rd.","Huntersville","NC",28078,"www.ramahchristianclassicalschool.org","Religious",447617.783439721,183104.139839688
779,779,115759,"Onslow","Coastline Christian Academy","104 Drummer Kellum Rd.","Jacksonville","NC",28546,NA,"Religious",758478.182248646,116856.136776539
780,780,79130,"Mecklenburg","Renaissance Christian School","11000 Dekalb Place","Charlotte","NC",28262,"www.renaissancechristian.net","Religious",455123.151754671,176397.653585363
781,781,59274,"Rowan","North Kannapolis Christian Acad","312 Locust Street","Kannapolis","NC",28081,"www.northkannapolischristianacademy.net","Religious",462596.004212422,196525.778274685
782,782,59342,"Stokes","King Family Ministries Sch.","1095 Damascus Road","Danbury","NC",27016,NA,"Religious",502564.905555797,299048.934117688
783,783,124928,"Rowan","Outreach Academy","PO Box 6794","Statesville","NC",28687,"www.christianoutreachnc.org","Religious",438819.171064418,227054.192353973
784,784,59829,"Onslow","F.A.C.T. Day Treatment School","127 Center Street","Jacksonville","NC",28546,NA,"Independent",757788.976106844,111609.553945731
785,785,92091,"Mecklenburg","Right Choice MWM School","3641 Central Avenue","Charlotte","NC",28205,NA,"Independent",447344.864866953,164054.99772976
786,786,59564,"Rowan","Rockwell Christian School","P.O. Box 609","Rockwell","NC",28138,"www.rockwellchristianschool.com","Religious",481676.541496272,200866.575394403
787,787,59510,"Mecklenburg","Rod of God Christian Academy","PO Box 240381","Charlotte","NC",28217,"www.rodofgod.com","Religious",437434.801195651,156446.05098103
788,788,145620,"Surry","Inspire Learning Center, LLC","360 Stanford Church Road","Siloam","NC",27047,NA,"Religious",467937.1220396,289111.57714645
789,789,59734,"Onslow","Fellowship Christian Academy","7 East Drive","Jacksonville","NC",28546,"www.fbc-fca.com","Religious",759790.051956978,111019.278640557
790,790,96529,"Surry","New Vision Christian Academy","1530 E. Pine St.","Mount Airy","NC",27030,NA,"Religious",469052.492873511,307579.716909707
791,791,59514,"Mecklenburg","School at Thompson","6800 Saint Peter's Lane","Matthews","NC",28105,"www.thompsoncff.org","Independent",451874.980431886,158524.845163429
792,792,59533,"Onslow","Grace Baptist School","114 Roosevelt Dr.","Jacksonville","NC",28540,"www.gbejaxnc.com","Religious",754346.693788649,113088.0772804
793,793,119223,"Mecklenburg","Sedgefield School","2830 Dorchester Place","Charlotte","NC",28209,NA,"Independent",440203.452668607,161972.43656197
794,794,59565,"Rowan","Sacred Heart Catholic School","385 Lumen Christi Lane","Salisbury","NC",28147,"www.salisburycatholic.org","Religious",473113.875454818,218262.990481446
795,795,113737,"Mecklenburg","Shands School","1315 Matthews-Mint Hill Road","Matthews","NC",28105,"www.shandsschool.org","Independent",454482.711408493,153070.216404963
796,796,109427,"Surry","Pilot Christian Academy","111 E. Main St.","Pilot Mountain","NC",27041,NA,"Religious",478007.342469623,293277.413614167
797,797,142094,"Onslow","Grace Classical School","PO Box 12034","Jacksonville","NC",28546,NA,"Religious",753944.033346643,117028.210418904
798,798,92092,"Mecklenburg","Shining Stars Academy","PO Box 39056","Charlotte","NC",28278,"www.shiningstarsacademy.com","Independent",427432.580584328,152170.825214302
799,799,59270,"Rowan","Salisbury Academy","2210 Jake Alexander Blvd. North","Salisbury","NC",28147,"www.salisburyacademy.org","Independent",472790.918404785,216853.521887433
800,800,137359,"Mecklenburg","Shining Stars Academy at Arrowood","PO Box 39056","Charlotte","NC",28278,NA,"Independent",427432.580584328,152170.825214302
801,801,59537,"Onslow","Infant of Prague Catholic School","501 Bordeaux Street","Jacksonville","NC",28540,"www.iopschool.net","Religious",753716.022015975,112458.438030338
802,802,124656,"Mecklenburg","SOAR Academy","2409 Plantation Center Dr., Suite A","Matthews","NC",28105,NA,"Independent",451701.942362269,149562.019992733
803,803,140279,"Rowan","Salisbury Adventist School","305 Rudolph Rd.","Salisbury","NC",28146,NA,"Religious",477935.705920058,210276.434127007
804,804,59865,"Mecklenburg","South Charlotte Baptist Academy","12416 Lancaster Highway","Pineville","NC",28134,"www.scbacademy.org","Religious",438160.700047813,148449.753990445
805,805,59264,"Mecklenburg","Southlake Christian Academy","13820 Hagers Ferry Road","Huntersville","NC",28078,"www.southlakechristian.org","Religious",433818.476642783,188097.14503897
806,806,59511,"Mecklenburg","St. Ann Catholic School","600 Hillside Avenue","Charlotte","NC",28209,"www.stannscatholicschool.com","Religious",441212.225431671,160161.796838779
807,807,59535,"Onslow","Jacksonville Christian Academy","919 Gum Branch Road","Jacksonville","NC",28540,"www.jacksonvillechristianacademy.com","Religious",754997.827477581,114889.993671633
808,808,59512,"Mecklenburg","St. Gabriel Catholic School","3028 Providence Road","Charlotte","NC",28211,"www.stgabrielcatholicschool.org","Religious",445062.352594602,158983.792346172
809,809,59566,"Rowan","Salisbury Christian School","225 Majestic Drive","Salisbury","NC",28146,NA,"Religious",482119.461465664,205665.584659256
810,810,59866,"Mecklenburg","St. Mark Catholic School","14750 Stumptown Road","Huntersville","NC",28078,"www.stmarkcatholic.net","Religious",440164.883775829,186907.987916265
811,811,118424,"Onslow","Liberty Christian Academy","215 Kinston Hwy","Richlands","NC",28574,"www.liberty-academy.net","Religious",740977.55510519,129301.190245043
812,812,59298,"Mecklenburg","St. Matthew Catholic School","11525 Elm Lane","Charlotte","NC",28277,"www.st-matts.com","Religious",444118.796745745,146126.282120861
813,813,59328,"Onslow","Living Water Christian School","3980 Gum Branch Road","Jacksonville","NC",28540,"www.lwcs.net","Religious",751613.473381201,118346.6089695
814,814,59513,"Mecklenburg","St. Patrick Catholic School","1125 Buchanan Street","Charlotte","NC",28203,"www.saintpatrickschool.org","Religious",441590.526484184,162988.240427481
815,815,59671,"Onslow","Montessori Children's School","714 Bates Street","Jacksonville","NC",28540,"www.jacksonvillemontessori.com","Independent",755146.854439008,114558.146242158
816,816,131565,"Surry","Salem Christian Academy","430 Rockford Road","Dobson","NC",27017,NA,"Religious",456644.028376219,292530.491082955
817,817,117553,"Mecklenburg","Strategic Academy","1715 Sharon Rd. W.","Charlotte","NC",28210,"www.strategicbh.com","Independent",438815.079564472,153345.708130833
818,818,139102,"Onslow","North Shore Academy","1355 NC Hwy 210","Sneads Ferry","NC",28460,"www.nshoreacademy.com","Independent",753229.674175669,86819.5804991052
819,819,59573,"Surry","White Plains Christian School","609 Old Highway 601","Mount Airy","NC",27030,"www.whiteplainschristianschool.com","Religious",463624.039925603,301134.754056556
820,820,59536,"Onslow","Onslow Christian Academy","1351 Pony Farm Road","Jacksonville","NC",28540,NA,"Religious",745646.66014173,115607.920477644
821,821,135285,"Surry","Yadkin Valley Community School","PO Box 809","Elkin","NC",28621,NA,"Independent",442920.459681026,278603.342631578
822,822,59311,"Onslow","Shiloh Institute of Learning","P.O. Box 286","Jacksonville","NC",28540,NA,"Religious",754470.983876347,113936.207891209
823,823,59631,"Swain","Grace Christian Academy","P.O. Box 1099","Bryson City","NC",28713,"www.gracechristianacademy-bc.org","Religious",205767.496343534,195590.749689706
824,824,59291,"Onslow","St. Anne's Parish Day School","711 Henderson Drive","Jacksonville","NC",28540,"www.stannesdayschool.com","Religious",753564.774089161,114725.647133138
825,825,100545,"Swain","New Kituwah Academy","PO Box 486","Cherokee","NC",28719,"www.nc-cherokee.com","Independent",214134.101620802,199026.473604612
826,826,59534,"Onslow","Village Academy","192 Village Drive","Jacksonville","NC",28546,NA,"Independent",758491.483556067,111805.55459008
827,827,59574,"Transylvania","Anchor Baptist Academy","3232 Hendersonville Hwy.","Pisgah Forest","NC",28768,NA,"Religious",274942.381354903,173641.421659693
828,828,116158,"Wake","Iron Academy","9660 Falls of Neuse Rd, Ste 138 #263","Raleigh","NC",27615,NA,"Religious",641339.191218714,237675.15543567
829,829,59292,"Orange","Artgarden Montessori School","1603 East Franklin Street","Chapel Hill","NC",27514,"www.balletschoolofchapelhill.com","Independent",606815.039317271,242232.556331791
830,830,59575,"Transylvania","Bethany Christian School","135 Bert Lane Road","Brevard","NC",28712,"www.bethanybaptistministries.org","Religious",271590.034722213,169014.930467246
831,831,85605,"Wake","Jewish Academy of Wake County","7400 Falls of Neuse Road","Raleigh","NC",27615,"www.myjewishacademy.org","Religious",643271.992889692,236923.94686502
832,832,92121,"Wake","Jordan Lake Sudbury School","1280 Buck Jones Road","Raleigh","NC",27606,"www.jordanlakesudbury.org","Independent",632974.054783951,223720.508495856
833,833,59539,"Orange","Carolina Friends School","4809 Friends School Road","Durham","NC",27705,"www.cfsnc.org","Religious",607663.163273995,250606.804912781
834,834,85596,"Transylvania","Mountain Sun Community Sch","P.O. Box 2229","Brevard","NC",28712,"www.mountainsunschool.org","Independent",269556.582566339,170903.561384698
835,835,59540,"Orange","Emerson Waldorf School","6211 New Jericho Road","Chapel Hill","NC",27516,"www.emersonwaldorf.org","Independent",602632.59961268,248169.670221204
836,836,79146,"Transylvania","Wellspring Acad. of the Carolinas","27 Back Country Road","Brevard","NC",28712,"www.welllspringacademies.com","Independent",270234.631056801,174873.666239159
837,837,116159,"Wake","KinderCare School","203 Kilmayne Dr.","Cary","NC",27511,NA,"Independent",629084.407327176,224041.223591436
838,838,101285,"Orange","Hillsborough Christian Academy","PO Box 910","Hillsborough","NC",27278,"www.hillsboroughacademy.org","Religious",600495.088042164,258513.703329444
839,839,121227,"Wake","Knowledge Beginnings Sch - Raleigh","10741 Forest Pines Drive","Raleigh","NC",27614,"www.knowledgebeginnings.com","Independent",650672.696807381,243360.961845132
840,840,126882,"Union","Abundant Life Christian Academy","4224 Blanchard Cir.","Indian Trail","NC",28079,NA,"Religious",456066.119979999,145563.377401423
841,841,59541,"Orange","Montessori Day School","1702 Legion Rd","Chapel Hill","NC",27517,"www.mdsch.org","Independent",607734.06982375,242461.209867321
842,842,117123,"Wake","Knowledge Beginnings School","250 Cornerstone Dr.","Cary","NC",27519,"www.knowledgebeginnings.com","Independent",623301.955406529,226105.19684119
843,843,109432,"Orange","Our Playhouse Preschool","3501 NC Hwy 54 West","Chapel Hill","NC",27516,"www.ourplayhousepreschool.com","Independent",592613.841444,240977.298634406
844,844,79149,"Wake","Landmark Christian Academy","9011 Chapel Hill Road","Cary","NC",27513,"www.lfwbc.org","Religious",628230.300261613,227068.910150817
845,845,95174,"Wake","Learn with the Best School","559 Jones Franklin Rd Ste 164 A&B","Raleigh","NC",27606,"www.learnwiththebestschool.com","Independent",637979.923225357,224910.970854133
846,846,59256,"Orange","Pinewoods Montessori School","109 Millstone Dr., Suite L","Hillsborough","NC",27278,"www.pinewoodsmontessori.com","Independent",600515.27698198,255146.807853736
847,847,144936,"Union","Anderson Academy","PO Box 490","Marshville","NC",28103,NA,"Independent",484668.292553967,138316.67941688
848,848,101772,"Orange","Renaissance Montessori School","1710 Old NC 10","Hillsborough","NC",27705,"www.renaissancemontessorischool.com","Independent",603270.420590843,255109.882415967
849,849,66167,"Union","Arborbrook Christian Academy","4823 Waxhaw-Indian Trail Rd.","Matthews","NC",28104,"www.arborbrook.org","Religious",454729.341212188,140958.561708732
850,850,59771,"Wake","Lord of Life Academy","2100 Buffaloe Road","Garner","NC",27529,"www.lolpk.com","Religious",643542.597638952,213814.50966404
851,851,59230,"Wake","Lucy Daniels Center","9003 Weston Parkway","Cary","NC",27513,"www.lucydanielsschool.org","Independent",627769.179318358,230507.127315124
852,852,59543,"Orange","St. Thomas More Catholic School","920 Carmichael Street","Chapel Hill","NC",27514,"www.stmcsnc.org","Religious",606889.912549259,239079.117710596
853,853,59678,"Union","Central Academy at Lake Park","3624 Lake Park Road","Indian Trail","NC",28079,"www.centralacademyatlakepark.org","Religious",460316.477010974,149071.344995417
854,854,59799,"Wake","Mariposa School","203 Gregson Drive","Cary","NC",27511,"www.mariposaschool.org","Independent",627279.884456402,220463.882595396
855,855,126331,"Pamlico","Gateway Christian Academy","PO Box 116","Arapahoe","NC",28510,NA,"Religious",813904.821212336,140357.841666954
856,856,126969,"Union","Classical Liberal Arts Academy","1621 Stack Road","Monroe","NC",28112,NA,"Independent",471617.55194918,129288.505424622
857,857,105487,"Wake","Millennium Academy","231 Capcom Avenue # 281","Wake Forest","NC",27587,"www.millenniumacademync.com","Independent",652409.668442793,243901.375198025
858,858,94557,"Pamlico","Pamlico Christian Academy","P.O. Box 68","Grantsboro","NC",28529,"www.pamlicochristianacademy.org","Religious",806484.908148434,156275.376899794
859,859,59803,"Union","Fellowship Christian School","902 South Rocky River Rd","Monroe","NC",28110,NA,"Religious",461625.573578028,136290.710732978
860,860,59588,"Wake","Montessori School of Raleigh","7005 Leadmine Road","Raleigh","NC",27615,"www.msr.org","Independent",640149.221944846,235917.286236135
861,861,59576,"Union","First Assembly Christian School","2500 Arnold Drive","Monroe","NC",28110,NA,"Religious",465120.149388136,141327.047705757
862,862,59591,"Wake","Neuse Christian Academy","7600 Falls of Neuse Road","Raleigh","NC",27615,"www.neusechristian.com","Religious",643233.479901343,237119.457823398
863,863,100539,"Wake","New Bern Avenue Day Care","1030 N. Rogers Ln Ste 141-143","Raleigh","NC",27610,NA,"Independent",650470.101358599,226425.735613888
864,864,79126,"Union","Grace Academy","3645 Pleasant Plains Rd","Matthews","NC",28104,"www.graceacademync.com","Religious",454483.16916397,149340.260107387
865,865,92119,"Union","Hartis Grove Christian Academy","4224 Blanchard Circle","Indian Trail","NC",28079,"www.hgchristianacademy.org","Religious",456066.119979999,145563.377401423
866,866,59308,"Wake","New School Montessori Center","5617 Sunset Lake Road","Holly Springs","NC",27540,"www.montessoricenter.org","Independent",628676.813304098,211312.025753545
867,867,59632,"Wake","North Raleigh Christian Academy","7300 Perry Creek Road","Raleigh","NC",27616,"www.nrcaknights.com","Religious",650724.270472462,236222.332888534
868,868,138428,"Union","Kids R Kids Learning Acad.","5549 Potter Rd.","Matthews","NC",28104,NA,"Independent",454687.256900204,147651.213568421
869,869,101367,"Wake","Oak City Academy","712 S. East St.","Raleigh","NC",27601,"www.oakcityacademy.org","Religious",642807.960574561,224308.83190289
870,870,135141,"Union","Kingdom Bridge Academy","10015 Royal Colony Dr.","Waxhaw","NC",28173,NA,"Independent",444951.641679459,138519.107247962
871,871,108120,"Wake","Oaks Academy","1062 Pebblebrook Dr.","Wake Forest","NC",27587,NA,"Religious",649883.863006263,256465.624126809
872,872,59592,"Wake","Our Lady of Lourdes Catholic Sch","2710 Overbrook Drive","Raleigh","NC",27608,"www.olls.org","Religious",642631.334301153,229519.073078001
873,873,141342,"Union","Marvin Academy","1525 Crane Road","Waxhaw","NC",28173,"www.marvinacademy.org","Religious",446553.852456618,140293.500447506
874,874,79150,"Wake","Peace Montessori School","2190 North Salem Street, Suite 103","Apex","NC",27523,"www.peacemontessori.com","Independent",624603.95566919,222663.998163765
875,875,59324,"Union","Metrolina Christian Academy","P.O. Box 1460","Indian Trail","NC",28079,"www.metrolinachristian.org","Religious",458761.689041886,148882.55145474
876,876,101284,"Wake","Primrose School at Holly Grove","1530 Avent Ferry Road","Holly Springs","NC",27540,"www.primrosehollygrove.com","Independent",622917.02290449,208780.32229623
877,877,59796,"Union","Next Generation Educ. Behav Ctr","P.O. Box 3319","Monroe","NC",28111,"www.agapeservicesnc.com","Independent",467917.88204284,137578.472480277
878,878,59593,"Wake","Raleigh Christian Academy","2110 Trawick Road","Raleigh","NC",27604,"www.raleighchristian.com","Religious",647803.055267544,228405.658730771
879,879,72648,"Union","Open Book Baptist Christian Academy","P.O. Box 809","Monroe","NC",28111,NA,"Religious",467917.88204284,137578.472480277
880,880,85606,"Wake","Raleigh Progressive School","8604 Falls of Neuse Rd., Suite 104","Raleigh","NC",27615,"www.raleighprogressiveschool.com","Independent",644405.041665787,238092.511792837
881,881,59797,"Union","Shining Light Baptist Academy","2541 Old Charlotte Highway","Monroe","NC",28110,"www.theshininglightbaptistacademy.com","Religious",465360.221032282,140964.138381084
882,882,59578,"Union","Tabernacle Christian School","2900 Walkup Avenue","Monroe","NC",28110,"www.tcsmonroe.com","Religious",472985.375768696,138726.247571591
883,883,59272,"Wake","Raleigh School","1141 Raleigh School Drive","Raleigh","NC",27607,"www.raleighschool.org","Independent",634331.107145772,226947.484774865
884,884,85600,"Union","Under His Wings Christian School","510 Baucom Road","Monroe","NC",28110,NA,"Religious",471081.768263186,145804.862568554
885,885,59594,"Wake","Raleigh SDA School","4805 Dillard Drive","Raleigh","NC",27606,"www.ant875Aadventist.org","Religious",634818.827655391,221866.020066341
886,886,59595,"Wake","Ravenscroft School","7409 Falls of Neuse Road","Raleigh","NC",27615,"www.ravenscroft.org","Independent",643308.447578765,236744.463703213
887,887,60292,"Union","Weddington Christian Academy","13901 Providence Road","Weddington","NC",28104,"www.weddingtonchristianacademy.org","Religious",448751.34561158,142515.23934374
